record_id,doi,field,old,new,paper_supported_value,raw_formulation,error_type,resolution,evidence,date
nmc-0082,10.1016/j.est.2024.114627,electrode_ratio_raw,not_reported,"electrodes containing 99.8 wt% NCM811 and only 0.2 wt% SWCNTs, acting as both conductive additive and binding agent","paper wording (verbatim, with note where carried over)",not_reported,raw evidence missing: normalized values present while electrode_ratio_raw read not_reported,electrode_ratio_raw filled with the paper wording behind the normalized values,raw evidence filled: paper wording that establishes active_material_wt_pct 99.8 and conductive_additive_wt_pct 0.2,2026-09-17
nmc-0568,10.3390/batteries10100354,active_material_wt_pct,93,92.6,92.6,92.6:2.8:1.8:2.8,extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper: 'NMC 622: carbon black: Na-CMC: TRD 202A = 92.6:2.8:1.8:2.8'",2026-09-17
nmc-0566,10.3390/batteries10100354,active_material_wt_pct,93,92.6,92.6,92.6:2.8:1.8:2.8,extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper: 'NMC 622: carbon black: Na-CMC: TRD 202A = 92.6:2.8:1.8:2.8'",2026-09-17
nmc-0712,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-0010,10.3390/nano15030156,conductive_additive_wt_pct,6,8,8,88:6:2:4,extraction error: named conductive additive omitted from the sum,conductive additives summed as the paper groups them,additive omitted: paper Table 2 groups Carbon Black and MWCNTs under 'Conductive Additive (wt%)' (88 / 8-x / x / 4); the stored value counted carbon black only; explicitly named conductive additives summed,2026-09-17
nmc-0957,10.3390/nano13020327,conductive_additive_wt_pct,,3,3,67:3:30,extraction error: paper-stated value not extracted,paper-stated value filled,"value omitted: paper 'relative weight ratio of AM:CA:SE = 67:3:30 (active material = AM, conducting additive = CA, solid electrolyte = SE)'",2026-09-17
nmc-0569,10.3390/batteries10100354,active_material_wt_pct,93,92.6,92.6,92.6:2.8:1.8:2.8,extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper: 'NMC 622: carbon black: Na-CMC: TRD 202A = 92.6:2.8:1.8:2.8'",2026-09-17
nmc-0570,10.3390/batteries10100354,active_material_wt_pct,93,92.6,92.6,92.6:2.8:1.8:2.8,extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper: 'NMC 622: carbon black: Na-CMC: TRD 202A = 92.6:2.8:1.8:2.8'",2026-09-17
nmc-0711,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-0718,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-1133,10.3390/molecules30193947,active_material_wt_pct,96,95.5,95.5,95.5:2.5:2,extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper: 'The NMC811 cathode comprised 95.5 wt% of NMC811 particles, 2.5 wt% of PVdF, and 2 wt% of Super P'; raw order is AM:binder:CA, existing CA 2 and binder 2.5 verified correct",2026-09-17
nmc-0716,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-0882,10.1002/adfm.202514795,active_material_wt_pct,28,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established (28 was unsupported under any reading)",2026-09-17
nmc-0882,10.1002/adfm.202514795,conductive_additive_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0882,10.1002/adfm.202514795,binder_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0882,10.1002/adfm.202514795,electrode_ratio_raw,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","not established for the cathode; paper: 'The SC-NCM811 cathode was prepared using the same procedure as described above, with the only difference being that it was cast onto aluminum foil.'",cathode sentence (verbatim),"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established; anode composition text replaced by the paper's cathode sentence",2026-09-17
nmc-0713,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-1589,10.1002/ente.202100985,active_material_wt_pct,89,89.29,89.29,89.29:3.57:3.57:3.57 (NCM:graphite:CB:PVDF),extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper Table 2: NCM 89,29 / Graphite 3,57 / CB 3,57 / PVDF 3,57 wt%",2026-09-17
nmc-0719,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-0883,10.1002/adfm.202514795,active_material_wt_pct,28,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established (28 was unsupported under any reading)",2026-09-17
nmc-0883,10.1002/adfm.202514795,conductive_additive_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0883,10.1002/adfm.202514795,binder_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0883,10.1002/adfm.202514795,electrode_ratio_raw,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","not established for the cathode; paper: 'The SC-NCM811 cathode was prepared using the same procedure as described above, with the only difference being that it was cast onto aluminum foil.'",cathode sentence (verbatim),"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established; anode composition text replaced by the paper's cathode sentence",2026-09-17
nmc-0887,10.1002/adfm.202514795,active_material_wt_pct,28,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established (28 was unsupported under any reading)",2026-09-17
nmc-0887,10.1002/adfm.202514795,conductive_additive_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0887,10.1002/adfm.202514795,binder_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0887,10.1002/adfm.202514795,electrode_ratio_raw,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","not established for the cathode; paper: 'The SC-NCM811 cathode was prepared using the same procedure as described above, with the only difference being that it was cast onto aluminum foil.'",cathode sentence (verbatim),"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established; anode composition text replaced by the paper's cathode sentence",2026-09-17
nmc-1590,10.1002/ente.202100985,active_material_wt_pct,89,89.29,89.29,89.29:3.57:3.57:3.57 (NCM:graphite:CB:PVDF),extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper Table 2: NCM 89,29 / Graphite 3,57 / CB 3,57 / PVDF 3,57 wt%",2026-09-17
nmc-1920,10.1038/s41598-021-84799-1,conductive_additive_wt_pct,0.1,1,1,7:2.9:0.1,extraction error: fields normalized on different scales,all parts normalized with the same factor,"mixed scale: paper 'cathode composites were prepared by milling mixtures 7:2.9:0.1 by weight of NCM622, β-Li3PS4 or Li6PS5Cl and Super C65 carbon black'; ratio normalized to 100 by multiplying every part by 100/10 = 10 (AM 7 -> 70, SE 2.9 -> 29, CA 0.1 -> 1); AM had been scaled but CA had not",2026-09-17
nmc-1135,10.3390/molecules30193947,active_material_wt_pct,96,95.5,95.5,95.5:2.5:2,extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper: 'The NMC811 cathode comprised 95.5 wt% of NMC811 particles, 2.5 wt% of PVdF, and 2 wt% of Super P'; raw order is AM:binder:CA, existing CA 2 and binder 2.5 verified correct",2026-09-17
nmc-0009,10.3390/nano15030156,conductive_additive_wt_pct,7,8,8,88:7:1:4,extraction error: named conductive additive omitted from the sum,conductive additives summed as the paper groups them,additive omitted: paper Table 2 groups Carbon Black and MWCNTs under 'Conductive Additive (wt%)' (88 / 8-x / x / 4); the stored value counted carbon black only; explicitly named conductive additives summed,2026-09-17
nmc-1922,10.1038/s41598-021-84799-1,conductive_additive_wt_pct,0.1,1,1,7:2.9:0.1,extraction error: fields normalized on different scales,all parts normalized with the same factor,"mixed scale: paper 'cathode composites were prepared by milling mixtures 7:2.9:0.1 by weight of NCM622, β-Li3PS4 or Li6PS5Cl and Super C65 carbon black'; ratio normalized to 100 by multiplying every part by 100/10 = 10 (AM 7 -> 70, SE 2.9 -> 29, CA 0.1 -> 1); AM had been scaled but CA had not",2026-09-17
nmc-0889,10.1002/adfm.202514795,active_material_wt_pct,28,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established (28 was unsupported under any reading)",2026-09-17
nmc-0889,10.1002/adfm.202514795,conductive_additive_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0889,10.1002/adfm.202514795,binder_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0889,10.1002/adfm.202514795,electrode_ratio_raw,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","not established for the cathode; paper: 'The SC-NCM811 cathode was prepared using the same procedure as described above, with the only difference being that it was cast onto aluminum foil.'",cathode sentence (verbatim),"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established; anode composition text replaced by the paper's cathode sentence",2026-09-17
nmc-0717,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-0714,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-0525,10.1002/advs.202001809,active_material_wt_pct,92,92.5,92.5,92.5:4.5:3,extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper: 'active materials, super P … and polyvinylidene fluoride in a weight ratio of 92.5:4.5:3'",2026-09-17
nmc-1919,10.1038/s41598-021-84799-1,conductive_additive_wt_pct,0.1,1,1,7:2.9:0.1,extraction error: fields normalized on different scales,all parts normalized with the same factor,"mixed scale: paper 'cathode composites were prepared by milling mixtures 7:2.9:0.1 by weight of NCM622, β-Li3PS4 or Li6PS5Cl and Super C65 carbon black'; ratio normalized to 100 by multiplying every part by 100/10 = 10 (AM 7 -> 70, SE 2.9 -> 29, CA 0.1 -> 1); AM had been scaled but CA had not",2026-09-17
nmc-0884,10.1002/adfm.202514795,active_material_wt_pct,28,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established (28 was unsupported under any reading)",2026-09-17
nmc-0884,10.1002/adfm.202514795,conductive_additive_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0884,10.1002/adfm.202514795,binder_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0884,10.1002/adfm.202514795,electrode_ratio_raw,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","not established for the cathode; paper: 'The SC-NCM811 cathode was prepared using the same procedure as described above, with the only difference being that it was cast onto aluminum foil.'",cathode sentence (verbatim),"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established; anode composition text replaced by the paper's cathode sentence",2026-09-17
nmc-1918,10.1038/s41598-021-84799-1,conductive_additive_wt_pct,0.1,1,1,7:2.9:0.1,extraction error: fields normalized on different scales,all parts normalized with the same factor,"mixed scale: paper 'cathode composites were prepared by milling mixtures 7:2.9:0.1 by weight of NCM622, β-Li3PS4 or Li6PS5Cl and Super C65 carbon black'; ratio normalized to 100 by multiplying every part by 100/10 = 10 (AM 7 -> 70, SE 2.9 -> 29, CA 0.1 -> 1); AM had been scaled but CA had not",2026-09-17
nmc-0720,10.1002/batt.70329,active_material_wt_pct,11,,not established,"85-94 wt% NMC622, 3 wt% carbon black, 3 wt% PVDF-HFP, with cE",extraction error: value not in paper,cleared; uncertainty preserved in electrode_ratio_raw,"extraction error: 11 appears nowhere in the paper; the Experimental section gives NMC622 '85–94 wt%' across all samples, so the active wt% of the 10 wt% cE electrode is not established; range kept in electrode_ratio_raw",2026-09-17
nmc-0958,10.3390/nano13020327,conductive_additive_wt_pct,,3,3,67:3:30,extraction error: paper-stated value not extracted,paper-stated value filled,"value omitted: paper 'relative weight ratio of AM:CA:SE = 67:3:30 (active material = AM, conducting additive = CA, solid electrolyte = SE)'",2026-09-17
nmc-0888,10.1002/adfm.202514795,active_material_wt_pct,28,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established (28 was unsupported under any reading)",2026-09-17
nmc-0888,10.1002/adfm.202514795,conductive_additive_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0888,10.1002/adfm.202514795,binder_wt_pct,10,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established",2026-09-17
nmc-0888,10.1002/adfm.202514795,electrode_ratio_raw,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","not established for the cathode; paper: 'The SC-NCM811 cathode was prepared using the same procedure as described above, with the only difference being that it was cast onto aluminum foil.'",cathode sentence (verbatim),"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established; anode composition text replaced by the paper's cathode sentence",2026-09-17
nmc-1591,10.1002/ente.202100985,active_material_wt_pct,89,89.29,89.29,89.29:3.57:3.57:3.57 (NCM:graphite:CB:PVDF),extraction error: rounded whole number,replaced with the decimal stated in electrode_ratio_raw and the paper,"decimal rule: electrode_ratio_raw explicitly gives a decimal wt% for the component, so the paper-stated decimal replaces the rounded whole-number extraction; paper Table 2: NCM 89,29 / Graphite 3,57 / CB 3,57 / PVDF 3,57 wt%",2026-09-17
nmc-1923,10.1038/s41598-021-84799-1,conductive_additive_wt_pct,0.1,1,1,7:2.9:0.1,extraction error: fields normalized on different scales,all parts normalized with the same factor,"mixed scale: paper 'cathode composites were prepared by milling mixtures 7:2.9:0.1 by weight of NCM622, β-Li3PS4 or Li6PS5Cl and Super C65 carbon black'; ratio normalized to 100 by multiplying every part by 100/10 = 10 (AM 7 -> 70, SE 2.9 -> 29, CA 0.1 -> 1); AM had been scaled but CA had not",2026-09-17
nmc-0885,10.1002/adfm.202514795,active_material_wt_pct,28,,not established for the cathode,"Cl-cHBC 40 wt.%, graphite 40 wt.%, Super C45 10 wt.%, PVDF 10 wt.%","multiple formulations, wrong one attached (anode composition on cathode rows)",cleared; composition not established for the cathode; cathode sentence kept as raw text,"wrong formulation attached: values came from the Cl-cHBC/graphite hybrid anode (80 wt.% active, 10 wt.% Super C45, 10 wt.% PVDF); 'same procedure' does not establish a composition when the referenced procedure contains formulation details that may belong specifically to the anode, so the cathode composition is not established (28 was unsupported under any reading)",2026-09-17
