case_id,reference_row,paper,doi,field,value,status,quote_or_reason
v5-2B,1,PAPER 15,10.1016/j.jpowsour.2025.237184,electrolyte,1 M LiPF6 in EC:EMC (30:70 wt) + 2 wt% VC,stated_elsewhere,Electrolyte consisted of 1M LiPF6 in EC:EMC ... + 2 wt% VC
v5-4A,1,PAPER 11,10.3390/ma16103613,capacity,not_reported,not_reported,no capacity after 200 cycles; only 'capacity retention rate of the SCNCM/(ALP+BA)-1 electrode (83.8%)'
v5-4A,1,PAPER 11,10.3390/ma16103613,material,single-crystal NCM811 (SCNCM),stated,SCNCM/(ALP+BA)-1
v5-4A,1,PAPER 11,10.3390/ma16103613,modification,aluminum triphosphate + boric acid coating ((ALP+BA)-1),stated,SCNCM/(ALP+BA)-1
v5-4A,1,PAPER 11,10.3390/ma16103613,capacity_type,retention only,stated,capacity retention rate ... (83.8%)
v5-4A,1,PAPER 11,10.3390/ma16103613,cycle,200,stated,After 200 cycles at 1 C
v5-4A,1,PAPER 11,10.3390/ma16103613,c_rate,1C,stated,After 200 cycles at 1 C
v5-4A,1,PAPER 11,10.3390/ma16103613,voltage_window,2.8–4.6 V,stated_elsewhere,83.8% at ... 4.6 V cut-off voltage ... Three formation cycles were applied between 2.8 and 4.5 and 4.6 V vs. Li/Li+
v5-4A,1,PAPER 11,10.3390/ma16103613,cell_type,"half cell, Li foil",stated_elsewhere,lithium foil was used as the counter electrode
v5-4A,1,PAPER 11,10.3390/ma16103613,temperature,25 °C,stated_elsewhere,"0.1 C with the voltage range of (a) 2.8−4.5 V at 25 °C and (c) 2.8−4.6 V at 25 °C, and (e) 2.8−4.5 V at 55 °C, the cycling graph of the SCNCM, SCNCM/(ALP+BA)-1, and SCNCM/(ALP+BA)-2 samples at the current of 1 C in the"
v5-4A,1,PAPER 11,10.3390/ma16103613,electrolyte,1 M LiPF6 in EC/EMC/DMC 1:1:1 (wt),stated_elsewhere,"China, and is prepared by dissolving 1 mol L−1 LiPF6 in a ternary solvent of ethylene carbonate (EC), ethyl methyl carbonate (EMC), and dimethyl carbonate (DMC) at a weight ratio of 1:1:1"
v6-B1-09,1,PAPER 07,10.1002/advs.76317,capacity,162.6,stated,The specific discharge capacities of NCM811|P15 Z30 PEDF|Li are 162.6 mAh g−1
v6-B1-09,1,PAPER 07,10.1002/advs.76317,material,NCM811,stated,NCM811|P15 Z30 PEDF|Li
v6-B1-09,1,PAPER 07,10.1002/advs.76317,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B1-09,1,PAPER 07,10.1002/advs.76317,capacity_type,discharge,stated,The specific discharge capacities
v6-B1-09,1,PAPER 07,10.1002/advs.76317,cycle,not_reported,not_reported,rate-capability step (Figure 5b); no cycle index
v6-B1-09,1,PAPER 07,10.1002/advs.76317,c_rate,0.2C,stated,"at 0.2 C, 0.5 C, 1.0 C, 2.0 C, and 5.0 C, respectively"
v6-B1-09,1,PAPER 07,10.1002/advs.76317,voltage_window,not_reported,not_reported,no voltage window anywhere in the paper
v6-B1-09,1,PAPER 07,10.1002/advs.76317,cell_type,Li metal negative electrode (NCM811|P15 Z30 PEDF|Li; the paper calls these full cells),stated,The specific discharge capacities of NCM811|P15 Z30 PEDF|Li are 162.6 mAh g− 1
v6-B1-09,1,PAPER 07,10.1002/advs.76317,temperature,not_reported,not_reported,"30 °C is attached to the Figure 5a cycling test and the 8 µm cells, not to this rate test"
v6-B1-09,1,PAPER 07,10.1002/advs.76317,electrolyte,composite solid electrolyte P15 Z30 PEDF,stated,The specific discharge capacities of NCM811|P15 Z30 PEDF|Li are 162.6 mAh g− 1
v6-B3-04,1,PAPER 09,10.3390/ma15062146,capacity,104.81,stated,ge Capacity (mAh g−1) rGO (wt%) @0.1C @3C Capacity Fade (%) 0 (control) 202.61 104.81 31 2 193.70 98.00 26 5 216.48 93.20 15 10 153.10 66.55 37 Figure 1 is a comparison of the specific discharge capacity for pristine NMC811 a
v6-B3-04,1,PAPER 09,10.3390/ma15062146,material,NMC811,stated,ge Capacity (mAh g−1) rGO (wt%) @0.1C @3C Capacity Fade (%) 0 (control) 202.61 104.81 31 2 193.70 98.00 26 5 216.48 93.20 15 10 153.10 66.55 37 Figure 1 is a comparison of the specific discharge capacity for pristine NMC811 a
v6-B3-04,1,PAPER 09,10.3390/ma15062146,modification,none (0 wt% rGO control),stated,ge Capacity (mAh g−1) rGO (wt%) @0.1C @3C Capacity Fade (%) 0 (control) 202.61 104.81 31 2 193.70 98.00 26 5 216.48 93.20 15 10 153.10 66.55 37 Figure 1 is a comparison of the specific discharge capacity for pristine NMC811 a
v6-B3-04,1,PAPER 09,10.3390/ma15062146,capacity_type,discharge,stated,5–4.5 V. The capacity fade was calculated after 100 cycles. Discharge Capacity (mAh g−1) rGO (wt%) @0.1C @3C Capacity Fade (%) 0 (control) 202.61 104.81 31 2 193.70 98.00 26 5 216.48 93.20 15 10 153.10 66.55 37 Figure 1 is a comparison of the speci
v6-B3-04,1,PAPER 09,10.3390/ma15062146,cycle,not_reported,not_reported,table column '@3C'; no cycle index
v6-B3-04,1,PAPER 09,10.3390/ma15062146,c_rate,3C,stated,5–4.5 V. The capacity fade was calculated after 100 cycles. Discharge Capacity (mAh g−1) rGO (wt%) @0.1C @3C Capacity Fade (%) 0 (control) 202.61 104.81 31 2 193.70 98.00 26 5 216.48 93.20 15 10 153.10 66.55 37 Figure 1 is a comparison of the speci
v6-B3-04,1,PAPER 09,10.3390/ma15062146,voltage_window,2.5–4.5 V,stated_elsewhere,"A battery test set (BT-2000, Arbin Instruments, College Station, TX, USA) was used to evalu- ate the electrochemical behavior of the assembled batteries in terms of the galvanostatic charge/discharge cycling and cyclic voltammetry (CV) over an operating voltage range of 2.5–4.5 V."
v6-B3-04,1,PAPER 09,10.3390/ma15062146,cell_type,"half cell, Li metal",stated_elsewhere,"Pure metallic lithium metal chips (EQ-Lib-LiC60-300, 16 mm diameter and 0.6 mm thickness, 99.9% pure Li, MTI Corp.) were used as the anode for the half-cell batteries"
v6-B3-04,1,PAPER 09,10.3390/ma15062146,temperature,ambient temperature (no number),stated_elsewhere,All measurements were taken at ambient temperature
v6-B3-04,1,PAPER 09,10.3390/ma15062146,electrolyte,1 M LiPF6 in EC/EMC 3:7 (v/v),stated_elsewhere,"A microporous separator ﬁlm (Celgard 2400, 25 µm thickness) and 1M LiPF6 in 3:7 ethylene carbonate (EC)/ethyl methyl carbonate (EMC) (3:7 v/v) electrolyte (EQ-LBC3015B-LD, MTI Corp.) were used in the battery assembly"
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,capacity,199.0,stated,This cathode delivered discharge capacities of 199.0 mA h g–1 at 0.2 C
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,material,NCM811,stated,SPE‐NCM811 cathode
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,modification,SPE coating,stated,SPE‐NCM811
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,capacity_type,discharge,stated,delivered discharge capacities of 199.0
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,cycle,not_reported,not_reported,rate-test step; no cycle index
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,c_rate,0.2C,stated,at 0.2 C
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,voltage_window,2.18–3.68 V vs In/LiIn (= 2.8–4.3 V vs Li/Li+),stated,"a voltage range of 2.18–3.68 V (vs. In/LiIn, equally 2.8–4.3 V vs. Li+/Li) at 25°C"
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,cell_type,all-solid-state cell with a Li–In alloy negative electrode,stated_elsewhere,"The electrochemical characterizations were performed on the NCM811/SSE/LiIn ASSLBs, which were fabricated using bare-/- SPE- NCM811 cathodes, LPSCl SE, and LiIn anode (Figure S9)."
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,temperature,25 °C,stated,at 25°C
v6-B1-06,1,PAPER 28,10.1002/cey2.70076,electrolyte,Li6PS5Cl (inorganic sulfide solid electrolyte),stated_elsewhere,"The electrochemical characterizations were performed on the NCM811/SSE/LiIn ASSLBs, which were fabricated using bare-/- SPE- NCM811 cathodes, LPSCl SE, and LiIn anode (Figure S9)."
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,capacity,not_reported,not_reported,no capacity after 100 cycles; 'just 93.1% capacity retention after 100 cycles' in 1 M LiPF6 EC/EMC
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,material,NCM811,stated,Li/NCM811 cells
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,capacity_type,retention only,stated,93.1% capacity retention
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,cycle,100,stated,after 100 cycles
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,c_rate,0.2C,stated,Li/NCM811 coin-cells assembled with different electrolytes at a cut-off voltage of 2.7–4.5 V and a current density of 0.2 C. Frontiers in Energy Research frontiersin.org 05 Chen et al. 10.3389/fenrg.2022.973336 EMC/FEC electrolyte in the temperature range of ‒40–
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,voltage_window,2.7–4.5 V,stated,cells cycled between 2.7 and 4.5 V
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,cell_type,"half cell, Li metal (Li/NCM811 coin cell)",stated,Li/NCM811 coin-cells
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,temperature,not_reported,not_reported,room temperature is given only for the pouch-cell tests; no temperature for the Li/NCM811 coin-cell cycling
v6-B2-12,1,PAPER 20,10.3389/fenrg.2022.973336,electrolyte,1.0 M LiPF6 in EMC:EC 6:1 (v/v),stated_elsewhere,the conventional EC-based electrolyte was composed of 1.0 mol L−1 LiPF6 dissolved in ... EMC and EC in a 6:1 volume ratio
v6-B2-07,1,PAPER 23,10.1155/er/6664420,capacity,227 (approximately),stated,showed enhanced capacities of approximately 227 mA h g−1
v6-B2-07,1,PAPER 23,10.1155/er/6664420,material,NCM811,stated,P0.3-NCM811 cathode material
v6-B2-07,1,PAPER 23,10.1155/er/6664420,modification,"PO4(3−) polyanion incorporation, 0.3 mol% (P0.3)",stated,incorporating an optimal amount of PO4 3− polyanions
v6-B2-07,1,PAPER 23,10.1155/er/6664420,capacity_type,discharge,stated,initial discharge capacity
v6-B2-07,1,PAPER 23,10.1155/er/6664420,cycle,1,stated,initial discharge capacity
v6-B2-07,1,PAPER 23,10.1155/er/6664420,c_rate,0.1C (1C = 180 mA/g),stated,initial charge–discharge curves measured at a current density of 0.1 C
v6-B2-07,1,PAPER 23,10.1155/er/6664420,voltage_window,3.0–4.5 V,stated_elsewhere,within a potential range of 3.0–4.5 V (vs. Li/Li+)
v6-B2-07,1,PAPER 23,10.1155/er/6664420,cell_type,"half cell, Li metal",stated_elsewhere,using Li metal as both the counter and reference electrodes
v6-B2-07,1,PAPER 23,10.1155/er/6664420,temperature,25 °C,stated_elsewhere,Galvanostatic charge–discharge tests were conducted at 25°C
v6-B2-07,1,PAPER 23,10.1155/er/6664420,electrolyte,1.0 M LiPF6 in EC/EMC,stated_elsewhere,The electrolyte consisted of 1.0 M LiPF6 dissolved in a mixed sol- vent of ethylene carbonate (EC) and ethyl methyl carbonate (EMC) in a 3:7 volume ratio
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,capacity,207 (approximately),stated,"Second discharge capacities of ∼161, 180, 198, and 207 mAh/g at C/20"
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,material,NMC811,stated,NMC811/Li
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,capacity_type,discharge,stated,Second discharge capacities
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,cycle,2,stated,Second discharge capacities
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,c_rate,C/20,stated,at C/20
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,voltage_window,3.0–4.4 V,stated,"Second discharge capacities of ∼161, 180, 198, and 207 mAh/g at C/20 were measured from 3.0–4.1 V, 4.2 V, 4.3 V and 4.4 V, respectively, whereas the second discharge capacities at C/5 within the same potential ranges were ∼150, 169, 188 and 197 mAh/g respectively."
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,cell_type,"half cell, Li metal",stated_elsewhere,standard 2325 coin cells with lithium metal as the anode
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,temperature,30 °C,stated_elsewhere,"Cells were tested between 3.0 – 4.1, 4.2, 4.3 or 4.4 V (vs. Li/Li+) at 30°C"
v6-B3-02,1,PAPER 06,10.1149/2.1011507jes,electrolyte,1.0 M LiPF6 in EC:DEC 1:2 (v/v),stated_elsewhere,"For all cells, the electrolyte used was 1.0 M LiPF6 in 1:2 v/v EC:DEC"
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,capacity,156,stated,"By the end of 100 cycles, LWO-NMC811 maintains a specific discharge capacity of 156 mAh g−1"
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,material,NMC811,stated,LWO-NMC811
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,modification,LixWyOz (LWO) coating,stated,The LixWyOz-coated NMC811 (LWO-NMC811)
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,capacity_type,discharge,stated,specific discharge capacity
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,cycle,100,stated,By the end of 100 cycles
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,c_rate,1C (200 mA/g),stated_elsewhere,galvanostatic charge-discharge tests (Land Cycler) at 1C (200 mA g−1)
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,voltage_window,3.0–4.6 V,stated_elsewhere,within the voltage range 3.0–4.6 V
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,cell_type,"half cell, Li metal",stated_elsewhere,lithium metal foil (MSE Supplies) as the anode
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,temperature,not_reported,not_reported,no coin-cell test temperature; 20 °C is given only for the dilatometry cell
v6-B3-01,1,PAPER 21,10.1016/j.mtener.2025.101862,electrolyte,1 M LiPF6 in EC:DMC 1:1 (v/v),stated_elsewhere,200 μL of 1 M LiPF6 in 1:1 (v/v %) ethylene carbonate and dimethyl carbonate
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,capacity,187.4,stated,"rate capabilities of 174, 187.4 and 181.7 mA h g−1 for NCM811-CS-1, NCM811-CS-3, and NCM811-CS-5 at 5C"
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,material,NCM811,stated,NCM811-CS-3
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,modification,"3 wt% CoSO4 co-modification (Li2SO4 coating, Co doping)",stated,the co-modified NCM811 cathode with 3 wt% CoSO4
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,capacity_type,not_reported,not_reported,'rate capabilities of ... 187.4 mA h g−1'; not labelled charge or discharge
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,cycle,not_reported,not_reported,rate-test step; no cycle index
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,c_rate,5C (1C = 200 mA/g),stated,at 5C
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,voltage_window,2.8–4.5 V,stated_elsewhere,The electrochemical performance of pristine and modied NCM811 materials were tested between 2.8 and 4.5 V vs
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,cell_type,"half cell, Li metal",stated_elsewhere,The cells were assembled using lithium metal as the anode
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,temperature,room temperature (no number),stated_elsewhere,"The cycling performance, rate capability and galvanostatic intermittent titration technique (GITT) test were performed using a LANHE CT2001A battery tester (Wuhan, China) at room temperature under various rates. 1C rate corresponds to a current density of 200 mA h g−1 in this work"
v6-B4-05,1,PAPER 27,10.1039/d3ra04145j,electrolyte,1 M LiPF6 in EC/DMC/EMC,stated_elsewhere,"The cells were assembled using lithium metal as the anode, microporous membranes (Celgard 2550s) as a separator, 1 mol L−1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte"
v6-B3-13,1,PAPER 30,10.3390/ma16103613,capacity,not_reported,not_reported,no capacity after 100 cycles; 'the correlation capacity retention rates were 54.8% and 80.3% after 100 cycles'
v6-B3-13,1,PAPER 30,10.3390/ma16103613,material,single-crystal NCM811 (SCNCM),stated,SCNCM/(ALP+BA)-1 electrode
v6-B3-13,1,PAPER 30,10.3390/ma16103613,modification,aluminum triphosphate (ALP) + boric acid (BA) coating,stated,SCNCM/(ALP+BA)-1
v6-B3-13,1,PAPER 30,10.3390/ma16103613,capacity_type,retention only,stated,capacity retention rates
v6-B3-13,1,PAPER 30,10.3390/ma16103613,cycle,100,stated,after 100 cycles
v6-B3-13,1,PAPER 30,10.3390/ma16103613,c_rate,1C,stated,ty (mAh g-1) SCNCM ICE:90.9% SCNCM/(ALP+BA)−1 ICE:93.4% e 0.1 C 2.8-4.5 V 55 °C 0 20 40 60 80 100 0 40 80 120 160 200 240 Specific capacity (mAh g-1) Cycle Number SCNCM SCNCM/(ALP+BA)−1 f 1 C 2.8-4.5 V 55 °C 0 50 100 15
v6-B3-13,1,PAPER 30,10.3390/ma16103613,voltage_window,2.8–4.5 V,stated,ty (mAh g-1) SCNCM ICE:90.9% SCNCM/(ALP+BA)−1 ICE:93.4% e 0.1 C 2.8-4.5 V 55 °C 0 20 40 60 80 100 0 40 80 120 160 200 240 Specific capacity (mAh g-1) Cycle Number SCNCM SCNCM/(ALP+BA)−1 f 1 C 2.8-4.5 V 55 °C 0 50 100 15
v6-B3-13,1,PAPER 30,10.3390/ma16103613,cell_type,"half cell, Li foil",stated_elsewhere,lithium foil was used as the counter electrode
v6-B3-13,1,PAPER 30,10.3390/ma16103613,temperature,55 °C,stated,at 4.5 V cut-off voltage and 55 °C
v6-B3-13,1,PAPER 30,10.3390/ma16103613,electrolyte,1 M LiPF6 in EC/EMC/DMC 1:1:1 (wt),stated_elsewhere,"China, and is prepared by dissolving 1 mol L−1 LiPF6 in a ternary solvent of ethylene carbonate (EC), ethyl methyl carbonate (EMC), and dimethyl carbonate (DMC) at a weight ratio of 1:1:1"
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,capacity,not_reported,not_reported,no full-cell capacity in mAh/g; 'capacity retention of 88–90% after 300 cycles at 1C (Figure 13)'
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,material,NMC811 (CP_A),stated_elsewhere,"in full cells, the difference in capacity retention of the CP7_MW3 and CP_A samples becomes less pronounced. Both materials demonstrate capacity retention of 88– 90% after 300 cycles at 1C (Figure 13)."
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,modification,conventional co-precipitation precursor,stated,MW and CP samples
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,capacity_type,retention only,stated,capacity retention of 88–90%
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,cycle,300,stated,after 300 cycles
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,c_rate,1C,stated,at 1C
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,voltage_window,1.60–2.65 V (full-cell voltage),stated_elsewhere,in the potential range of 1.60–2.65 V at room temperature
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,cell_type,"full cell, Li4Ti5O12 anode",stated,Full cells were assembled with ... Li4Ti5O12 (LTO) as the anode
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,temperature,room temperature (no number),stated_elsewhere,at room temperature
v6-B1-14,1,PAPER 25,10.3390/batteries8070067,electrolyte,1 M LiPF6 in EC:EMC 2:5 (wt) + 2 wt% VC,stated_elsewhere,1 M LiPF6 solution in ethylene carbonate/ethyl methyl carbonate solution (EC:EMC = 2:5 by weight) + 2 wt.% of vinylene carbonate was used as an electrolyte. ... The full cells were assembled in an Ar- ﬁlled glove box
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,capacity,not_reported,not_reported,no full-cell capacity in mAh/g; 'capacity retention of 88–90% after 300 cycles at 1C (Figure 13)'
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,material,NMC811 (CP7_MW3),stated_elsewhere,"in full cells, the difference in capacity retention of the CP7_MW3 and CP_A samples becomes less pronounced. Both materials demonstrate capacity retention of 88– 90% after 300 cycles at 1C (Figure 13)."
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,modification,70:30 mix of CP_A and MW_30m_A,stated,MW and CP samples
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,capacity_type,retention only,stated,capacity retention of 88–90%
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,cycle,300,stated,after 300 cycles
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,c_rate,1C,stated,at 1C
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,voltage_window,1.60–2.65 V (full-cell voltage),stated_elsewhere,in the potential range of 1.60–2.65 V at room temperature
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,cell_type,"full cell, Li4Ti5O12 anode",stated,Full cells were assembled with ... Li4Ti5O12 (LTO) as the anode
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,temperature,room temperature (no number),stated_elsewhere,at room temperature
v6-B1-14,2,PAPER 25,10.3390/batteries8070067,electrolyte,1 M LiPF6 in EC:EMC 2:5 (wt) + 2 wt% VC,stated_elsewhere,1 M LiPF6 solution in ethylene carbonate/ethyl methyl carbonate solution (EC:EMC = 2:5 by weight) + 2 wt.% of vinylene carbonate was used as an electrolyte. ... The full cells were assembled in an Ar- ﬁlled glove box
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,capacity,110 (approximately),stated,"Even at 15 C, the HR-NCM retained a high discharge capacity of ~110 mAh g-1"
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,material,NCM811 (HR-NCM),stated,the HR-NCM
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,modification,high primary-particle length/width ratio,stated,HR-NCM
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,capacity_type,discharge,stated,discharge capacity of ~110
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,cycle,not_reported,not_reported,rate-test step; no cycle index
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,c_rate,15C,stated,Even at 15 C
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,voltage_window,2.7–4.3 V,stated_elsewhere,between 2.7 and 4.3 V (vs. Li/Li+) at 25 °C
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,cell_type,"half cell, Li metal",stated_elsewhere,CR2032-type half cells constructed using lithium metal as the anode
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,temperature,25 °C,stated_elsewhere,between 2.7 and 4.3 V (vs. Li/Li+) at 25 °C
v6-B3-03,1,PAPER 24,10.20517/energymater.2023.59,electrolyte,1 M LiPF6 in EC/DEC/DMC (1:1:1 vol) + 5 wt% FEC,stated_elsewhere,The electrolyte used was 1 M LiPF6 in EC/DEC/DMC (1:1:1 Vol%) with 5 wt% FEC
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,capacity,224,stated,A high capacity of 224 mAh g−1 is delivered at 0.2 C when NCM811 cathode is charged to 4.6 V
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,material,NCM811,stated,NCM811 cathode
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,capacity_type,not_reported,not_reported,'a high capacity of 224 mAh g−1 ... when ... charged to 4.6 V'; not labelled charge or discharge
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,cycle,not_reported,not_reported,0.2 C covers the first activation cycles; no cycle index
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,c_rate,0.2C,stated,delivered at 0.2 C
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,voltage_window,3.0–4.6 V,stated_elsewhere,The Li|NCM811 cells were cycled at C/2 (1C = 200 mA g−1) charge/discharge between 3 and 4.6 V after the first three activation cycles at C/5 charge/discharge.
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,cell_type,"half cell, Li metal",stated_elsewhere,The Li|NCM811 cells were cycled at C/2 (1C = 200 mA g−1) charge/discharge between 3 and 4.6 V after the first three activation cycles at C/5 charge/discharge.
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,temperature,25 °C,stated_elsewhere,cycling tests for coin cells and pouch cells were carried out on a Land instrument in the oven at 25 °C
v6-B1-10,1,PAPER 22,10.1038/s41467-023-36853-x,electrolyte,1 M LiBF4 + 1 M LiDFOB in tFEP/FEC,stated,The compatibility of 1 M LiBF4 + 1 M LiDFOB tFEP/FEC electrolyte with high-voltage cathodes
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,capacity,203.9,stated,exhibited a considerably large discharge capacity of 203.9 mA h g–1 at 0.1 C at 60°C with an ICE of up to 92.8%
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,material,NCM811,stated,the SPE‐NCM811 cathode
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,modification,"SPE coating (high loading, 38.7 mg/cm2)",stated,"with a high mass loading of 38.7 mg cm−2, the SPE‐NCM811 cathode"
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,capacity_type,discharge,stated,discharge capacity of 203.9
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,cycle,not_reported,not_reported,the paper gives 203.9 mAh/g with its ICE (92.8%) but never names the cycle; reading ICE as first-cycle is a convention
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,c_rate,0.1C,stated,at 0.1 C
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,voltage_window,not_reported,not_reported,"the only window sentence ('2.18–3.68 V ... at 25°C') covers the 25 °C comparison, not the 60 °C tests"
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,cell_type,all-solid-state cell with a Li–In alloy negative electrode,stated_elsewhere,"The electrochemical characterizations were performed on the NCM811/SSE/LiIn ASSLBs, which were fabricated using bare-/- SPE- NCM811 cathodes, LPSCl SE, and LiIn anode (Figure S9)."
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,temperature,60 °C,stated,at 0.1 C at 60°C
v6-B1-11,1,PAPER 28,10.1002/cey2.70076,electrolyte,Li6PS5Cl (inorganic sulfide solid electrolyte),stated_elsewhere,"The electrochemical characterizations were performed on the NCM811/SSE/LiIn ASSLBs, which were fabricated using bare-/- SPE- NCM811 cathodes, LPSCl SE, and LiIn anode (Figure S9)."
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,capacity,187.4,stated,"(2026) 18:411 Page 13 of 21 411 cell delivered discharge capacities of 187.4, 175.5, 174.2, 163.6, 151.9, and 139.7 mAh ­g–1 at 0.1, 0.5, 1, 2, 3, and 5 C, respectively"
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,material,NCM811,stated,an NCM811 cathode
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,capacity_type,discharge,stated,delivered discharge capacities
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,cycle,not_reported,not_reported,first step of a rate test; no cycle index
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,c_rate,0.1C,stated,"at 0.1, 0.5, 1, 2, 3, and 5 C, respectively"
